asset_id,path,source_url,creator,license,proof_path,modifications,approval_status
cinderwall_art_v001_source,art-source/build_cinderwall.py,original: procedural Blender geometry materials rigs and keyframes,Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Fresh Breach Ram and Rivet Mite meshes; 15 action clips; modular Cinderwall stage; no external art,source-export-verified; Unreal integration and human visual approval pending
cinderwall_art_v001_contract,assets/production/cinderwall-v001/presentation-contract.json,original: ART-DIRECTION presentation requirements and authored source clips,Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original rig socket bindings and material/reaction/death integration contract; no gameplay authority,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_ceramic_basecolor,assets/production/cinderwall-v001/textures/CW_ceramic_BaseColor.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_ceramic_normal,assets/production/cinderwall-v001/textures/CW_ceramic_Normal.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_ceramic_orm,assets/production/cinderwall-v001/textures/CW_ceramic_ORM.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_copper_basecolor,assets/production/cinderwall-v001/textures/CW_copper_BaseColor.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_copper_normal,assets/production/cinderwall-v001/textures/CW_copper_Normal.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_copper_orm,assets/production/cinderwall-v001/textures/CW_copper_ORM.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_edge_basecolor,assets/production/cinderwall-v001/textures/CW_edge_BaseColor.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_edge_normal,assets/production/cinderwall-v001/textures/CW_edge_Normal.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_edge_orm,assets/production/cinderwall-v001/textures/CW_edge_ORM.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_iron_basecolor,assets/production/cinderwall-v001/textures/CW_iron_BaseColor.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
cinderwall_v001_cw_iron_normal,assets/production/cinderwall-v001/textures/CW_iron_Normal.png,original: art-source/build_cinderwall.py materials(),Game Studio / Codex / Blender 5.2.1 LTS,Original project content; studio distribution licence unset,art-source/README.md,Original deterministic procedural PBR map; 256x256 RGBA PNG; fully opaque; no external texture pixels,source-export-verified; Unreal integration and human visual approval pending
